obf,side_to_move,n_empties,black_count,white_count,disc_diff_player_minus_opp,count_wthor,edax_score,edax_alpha,edax_beta,a1_minus_energy,b1_energy,b2_energy,e_energy,d4_a1_occupation_energy
---------O--------O-X-----XXX-----XOOOO--OOO-------------------- X;,1,50,5,9,-4,0,22,-64,0,1.6249999999999998,0.375,0.625,11.0,8.625
---------O--O-----OXOX-----XOO----XXO-------O-------O----------- X;,1,50,5,9,-4,0,24,-64,0,0.875,0.625,1.375,11.0,8.875
---------O-O------OXOX-----XOO----XXO-------O-------O----------- X;,1,50,5,9,-4,0,26,-64,0,0.875,0.625,1.875,10.0,8.875
---------O--------OXXX-----XOO----XOO-----O-O-------O----------- X;,1,50,5,9,-4,0,26,-64,0,1.7500000000000002,0.25,1.75,10.0,9.75
---------O--------OXXX----OOOO----XOO-------O-------O----------- X;,1,50,4,10,-6,0,28,-64,0,4.375,0.625,1.875,7.0,9.875
---------OO-------OOXX-----XOO----XXO-------O-------O----------- X;,1,50,5,9,-4,0,28,-64,0,0.6250000000000001,0.375,2.625,9.0,8.625
--------------O----X-O-----XXO---OOOOO------OO-------O---------- X;,1,50,3,11,-8,0,28,-64,0,2.625,1.375,0.625,9.0,8.625
---------O--------O-X-----XXX-----XOOOO---OO-----O-------------- X;,1,50,5,9,-4,0,30,-64,0,2.25,0.25,0.25,11.0,9.25
---------O--------OXXX-----XOO---OOOO-------O-------O----------- X;,1,50,4,10,-6,0,34,-64,0,1.875,1.125,2.375,7.0,8.875
---------------------X----OXX---XXOOX-----O-OOO----O------------ X;,1,50,6,8,-2,24,4,-64,0,2.625,0.875,1.625,8.0,8.125
--------------------OX-----XO---XXXXO-----O-OOO----O------------ X;,1,50,6,8,-2,0,6,-64,0,0.6250000000000001,1.875,0.625,10.0,8.125
---------------------X--O--XX---XOXXX-----O-OOO----O------------ X;,1,50,7,7,0,0,12,-64,0,4.875000000000001,0.625,1.875,6.0,7.875
------------------O--X-----OX---XXXXO-----O-OOO----O------------ X;,1,50,6,8,-2,0,12,-64,0,1.2500000000000002,1.25,5.75,5.0,9.25
---X-------X------OX-----O-OX-----OXO-----O--O----O---O--------- X;,1,50,5,9,-4,0,28,-64,0,2.75,1.25,5.25,4.0,7.75
---------------------X----OXX---XXOOX-----O-OOO---O------------- X;,1,50,6,8,-2,4,6,-64,0,3.1250000000000004,0.375,1.625,8.0,8.125
--------------------OX-----XO---XXXXO-----O-OOO---O------------- X;,1,50,6,8,-2,0,8,-64,0,1.1249999999999998,1.375,0.625,10.0,8.125
---------------------X--O--XX---XOXXX-----O-OOO---O------------- X;,1,50,7,7,0,0,12,-64,0,4.875000000000001,0.625,1.375,6.0,7.875
------------------O--X-----OX---XXXXO-----O-OOO---O------------- X;,1,50,6,8,-2,0,14,-64,0,1.7500000000000002,0.75,5.75,5.0,9.25
---X-------X-----OOX-------OX-----OXO-----O--O----O---O--------- X;,1,50,5,9,-4,0,26,-64,0,3.2499999999999996,0.75,5.25,4.0,7.75
----------O-------O--X----OXX----OXXX-----OOO------O------------ X;,1,50,6,8,-2,3,6,-64,0,5.375,0.625,1.375,6.0,8.875
-----------O-----OOOOX-----XXOO----XXO----X--------------------- X;,1,50,6,8,-2,1,6,-64,0,6.875,0.125,2.375,4.0,8.875
------------O------OOX-----XOX-----XOO----X-OO-------O---------- X;,1,50,5,9,-4,0,6,-64,0,1.6249999999999998,1.375,3.625,7.0,9.625
-----------------OOOXX-----XXOO---OOOO----X--------------------- X;,1,50,5,9,-4,0,8,-64,0,1.6249999999999998,1.375,2.625,7.0,9.625
----------O-------O--X----OXX-----XXX----OOOO------O------------ X;,1,50,6,8,-2,1,12,-64,0,5.375,0.625,0.875,6.0,8.875
-----------------OOOXX-----OXOO----XOO----X--O------------------ X;,1,50,5,9,-4,0,12,-64,0,0.7499999999999999,0.75,8.75,3.0,10.25
-----------------OOOXX-----OXOO----OOO----XO-------------------- X;,1,50,4,10,-6,0,16,-64,0,2.625,0.375,3.625,7.0,9.625
------------OX------XX-----XO-----OOOO----X-OO-------O---------- X;,1,50,5,9,-4,0,6,-64,0,1.875,0.625,4.375,6.0,8.875
---------------------X-----XX----OXOOO---XO-OOO----O------------ X;,1,50,5,9,-4,0,10,-64,0,0.875,0.125,2.375,10.0,8.375
------------OX----O-XX-----OO------XOO----X-OO-------O---------- X;,1,50,5,9,-4,0,12,-64,0,1.2500000000000002,0.25,6.75,5.0,9.75
------------OX------XX----OOO------OOO----X-OO-------O---------- X;,1,50,4,10,-6,0,20,-64,0,4.875000000000001,0.625,4.875,3.0,8.875
------------OX------XX-----XO------OOO----O-OO---O---O---------- X;,1,50,4,10,-6,0,28,-64,0,1.7500000000000002,0.25,3.25,8.0,8.25
---------------------X-----XX----OXOOO---OO-OOO--O-------------- X;,1,50,4,10,-6,0,30,-64,0,1.2500000000000002,0.75,1.75,10.0,8.25
----------O-------OX-X----OXOO----OOO-----XO-------O------------ X;,1,50,4,10,-6,0,10,-64,0,2.625,1.375,4.625,5.0,9.625
-----------------OOO-X----OXXOO---OOO-----XO-------------------- X;,1,50,4,10,-6,0,10,-64,0,3.6250000000000004,0.375,2.625,7.0,9.625
----------O-------OX-X----OXOO-----OO-----XOO------O------------ X;,1,50,4,10,-6,0,12,-64,0,2.625,0.375,3.625,7.0,9.625
-----------------OOO-X---OOOOOO----OO-----XO-------------------- X;,1,50,2,12,-10,0,12,-64,0,6.875,0.625,2.375,4.0,8.875
----------O-------OX-X----OXOO---O-XO-----OO-------O------------ X;,1,50,4,10,-6,0,14,-64,0,1.375,0.625,1.375,10.0,8.875
----------O-------OX-X----OXOO-----XO----OOO-------O------------ X;,1,50,4,10,-6,0,14,-64,0,1.375,0.625,0.875,10.0,8.875
-----------------OOO-X----XXXOO----OO----OOO-------------------- X;,1,50,4,10,-6,0,14,-64,0,1.375,1.125,0.875,10.0,8.875
-----------------OOO-X----OXXOO--O-OO-----XO-------------------- X;,1,50,4,10,-6,0,16,-64,0,2.875,0.625,2.875,7.0,8.875
-----------------OOO-X----XXXOO----OO-----OO-----O-------------- X;,1,50,4,10,-6,0,30,-64,0,1.2500000000000002,0.75,1.25,10.0,8.75
----------O-------OX-X----OXOO-----OO-----OO-----O-O------------ X;,1,50,3,11,-8,0,32,-64,0,2.25,0.75,2.25,8.0,8.75
------------------OX-X-----XX----OOXO-----O-OOO----O------------ X;,1,50,5,9,-4,0,12,-64,0,2.75,0.25,2.75,8.0,9.75
------------------OX-X-----XX----OOXO-----O-OOO---O------------- X;,1,50,5,9,-4,0,12,-64,0,2.75,0.25,2.25,8.0,9.75
------------------OX-X----OXX----OOOO-----X-OOO----------------- X;,1,50,5,9,-4,0,12,-64,0,0.7499999999999999,0.75,4.25,8.0,10.25
-----------------OOO-X-----OXOO----OO-----XOOO------------------ X;,1,50,3,11,-8,0,12,-64,0,3.2499999999999996,0.75,5.25,4.0,10.25
------------------X--X---OOOOX----XOOOO-----O-------O----------- X;,1,50,4,10,-6,1,4,-64,0,6.25,0.25,4.25,2.0,9.25
------------------X--X----XOOOO---XOOOO-----O-------O----------- X;,1,50,4,10,-6,1,6,-64,0,6.25,0.25,0.25,7.0,9.25
------------------X--X----XOOX---OOOOO-----O--O----O------------ X;,1,50,4,10,-6,0,6,-64,0,5.749999999999999,0.25,0.75,7.0,8.75
------------------X--X----XOOX---OOOOOO----O-------O------------ X;,1,50,4,10,-6,0,8,-64,0,6.25,0.25,0.25,7.0,9.25
------------------X-OX----XOOO----XOOOO-----O-------O----------- X;,1,50,4,10,-6,0,10,-64,0,5.999999999999999,0.5,0.5,7.0,10.0
------------------X--XO---XOOO----XOOOO-----O-------O----------- X;,1,50,4,10,-6,0,12,-64,0,5.749999999999999,0.25,0.75,7.0,8.75
------------------XXX------OO------OOOO--OOOO-------O----------- X;,1,50,3,11,-8,0,14,-64,0,4.750000000000001,0.25,1.75,7.0,8.75
-----------------OX--X----OOOX----XOOOO-----O-------O----------- X;,1,50,4,10,-6,0,14,-64,0,5.749999999999999,0.25,3.75,3.0,8.75
--------------O---X--O----XOOX----XOOOO-----O-------O----------- X;,1,50,4,10,-6,0,22,-64,0,4.875000000000001,1.125,2.875,5.0,8.875
---------O--------O--X----XOOX----XOOOO-----O-------O----------- X;,1,50,4,10,-6,0,26,-64,0,4.875000000000001,1.125,2.875,5.0,8.875
------------------X--X----XOXO---OOOO----OOO-------O------------ X;,1,50,4,10,-6,0,6,-64,0,2.3749999999999996,0.125,3.875,7.0,8.875
-------------O----XXXX-----OXOO---OOO-----XO-------------------- X;,1,50,6,8,-2,0,6,-64,0,3.6250000000000004,1.375,2.625,6.0,9.625
-----------O-O----XOOX-----OXOO----XO-----XO-------------------- X;,1,50,5,9,-4,0,8,-64,0,4.875000000000001,0.625,4.875,3.0,8.875
-------------O----XXXX-----OXOO----XO----OOO-------------------- X;,1,50,6,8,-2,0,14,-64,0,0.875,0.625,5.375,7.0,8.875
---------O---O----OXXX-----OXOO----XO-----XO-------------------- X;,1,50,6,8,-2,0,28,-64,0,0.7499999999999999,0.75,7.25,5.0,8.75
----------O------OO-XX----OXOO----XOO------O-------O------------ X;,1,50,4,10,-6,1,8,-64,0,1.7500000000000002,0.25,2.75,9.0,8.75
-----------------OOOXX----OOOO----XOO------O-------O------------ X;,1,50,3,11,-8,1,12,-64,0,4.750000000000001,0.25,1.75,7.0,9.75
-----------------OX-XX----OXOO----OOO-----OO-------O------------ X;,1,50,4,10,-6,0,12,-64,0,2.625,1.375,1.625,8.0,9.625
-----------------OX-XX---OOXOO----OOO------O-------O------------ X;,1,50,4,10,-6,0,12,-64,0,3.7500000000000004,1.25,1.25,7.0,8.75
----------O-------XOX------XOOO---XOO----OOO-------------------- X;,1,50,4,10,-6,0,12,-64,0,1.7500000000000002,0.25,2.25,9.0,8.75
-----------------OX-XX----OXOO---OOOO------O-------O------------ X;,1,50,4,10,-6,0,14,-64,0,3.7500000000000004,1.25,1.75,7.0,8.75
------------O----OX-OX----OXOO----XOO------O-------O------------ X;,1,50,4,10,-6,0,18,-64,0,3.7500000000000004,0.75,1.75,6.0,8.75
-----------O-----OX-OX----OXOO----XOO------O-------O------------ X;,1,50,4,10,-6,0,18,-64,0,3.7500000000000004,0.75,1.25,7.0,8.75
---------O-------OO-XX----OOOO----XOO------O-------O------------ X;,1,50,3,11,-8,0,26,-64,0,4.625,0.375,1.625,7.0,8.625
----------O-------XOX------XOOO---XOO-----OO-----O-------------- X;,1,50,4,10,-6,0,26,-64,0,1.6249999999999998,0.375,2.625,9.0,8.625
------------------X--X---OXOXO---OOOO-----OO-------O------------ X;,1,50,4,10,-6,1,10,-64,0,2.875,0.125,3.375,7.0,9.375
-----------O------XXXX-----OXOO---OOO-----XO-------------------- X;,1,50,6,8,-2,0,12,-64,0,3.875,1.125,2.375,6.0,9.875
-----------O------XXXX-----OXOO----XO----OOO-------------------- X;,1,50,6,8,-2,0,14,-64,0,0.875,0.625,4.875,7.0,8.875
-----------O------OXXX---O-OXOO----XO-----XO-------------------- X;,1,50,6,8,-2,0,16,-64,0,1.375,0.625,6.875,5.0,9.375
------------------X--X---OXOXO----OXO----OOO-------O------------ X;,1,50,5,9,-4,0,18,-64,0,1.375,0.125,6.375,5.0,8.875
---------O-O------OXXX-----OXOO----XO-----XO-------------------- X;,1,50,6,8,-2,0,30,-64,0,1.0,0.5,7.0,5.0,9.0
-------------------XXX---OOXO-----OOO-----O-OOO----------------- X;,1,50,4,10,-6,0,10,-64,0,1.6249999999999998,1.375,1.625,9.0,9.625
-------------------XXX---OOXO----OOOO-------OOO----------------- X;,1,50,4,10,-6,0,10,-64,0,1.7500000000000002,1.75,2.25,8.0,8.75
------------------OXXX---OOOO-----XOO-------OOO----------------- X;,1,50,4,10,-6,0,12,-64,0,4.625,0.375,3.625,5.0,9.625
-------------------XXX---OOXO-----OOO------OOOO----------------- X;,1,50,4,10,-6,0,14,-64,0,1.7500000000000002,0.75,2.25,9.0,9.75
----------O--------OXX---OOXO-----XOO-------OOO----------------- X;,1,50,4,10,-6,0,16,-64,0,1.7500000000000002,0.25,5.75,6.0,8.75
-----------O-------OXX---OOOO-----XOO-------OOO----------------- X;,1,50,3,11,-8,0,16,-64,0,4.750000000000001,0.25,4.75,4.0,8.75
------------O------OOX---OOXO-----XOO-------OOO----------------- X;,1,50,3,11,-8,0,18,-64,0,2.75,1.25,3.25,6.0,8.75
--------------O----XXO---OOXO-----XOO-------OOO----------------- X;,1,50,4,10,-6,0,34,-64,0,2.625,0.375,2.625,8.0,8.625
-------------------XXX---OOXO-----OOO-----O-OO--------O--------- X;,1,50,4,10,-6,0,22,-64,0,1.7500000000000002,1.25,1.75,9.0,9.75
------------------OXXX---OOOO-----XOO-------OO--------O--------- X;,1,50,4,10,-6,0,24,-64,0,4.750000000000001,0.25,3.75,5.0,9.75
-------------------XXX---OOXO----OOOO-------OO--------O--------- X;,1,50,4,10,-6,0,24,-64,0,1.875,1.625,2.375,8.0,8.875
----------O--------OXX---OOXO-----XOO-------OO--------O--------- X;,1,50,4,10,-6,0,28,-64,0,1.6249999999999998,0.375,5.625,6.0,8.625
-----------O-------OXX---OOOO-----XOO-------OO--------O--------- X;,1,50,3,11,-8,0,28,-64,0,4.875000000000001,0.125,4.875,4.0,8.875
------------O------OOX---OOXO-----XOO-------OO--------O--------- X;,1,50,3,11,-8,0,30,-64,0,2.875,1.125,3.375,6.0,8.875
-------------------XXX---OOXO-----OOO------OOO--------O--------- X;,1,50,4,10,-6,0,30,-64,0,1.875,0.625,2.375,9.0,9.875
--------------O----XXO---OOXO-----XOO-------OO--------O--------- X;,1,50,4,10,-6,0,40,-64,0,3.2499999999999996,0.25,2.25,8.0,9.25
---------O---O----OXO------OXOO----OOX----XO-------------------- X;,1,50,4,10,-6,0,26,-64,0,1.6249999999999998,0.375,5.625,6.0,8.625
---------O--O-----OXO------OOOO----OOX----XO-------------------- X;,1,50,3,11,-8,0,26,-64,0,4.875000000000001,0.125,4.875,4.0,8.875
---------O--------O--X----XOOO----XXOO-----OO------O------------ X;,1,50,4,10,-6,0,26,-64,0,1.875,0.625,2.375,9.0,9.875
---------O--------O--X----XOOO----XXO------OOO-----O------------ X;,1,50,4,10,-6,0,28,-64,0,1.7500000000000002,1.25,3.75,7.0,9.75
---------O--------O--X----XOOO----XXO------OO------OO----------- X;,1,50,4,10,-6,0,28,-64,0,1.875,1.625,2.375,8.0,8.875
--------------------OX----XOO----OOXO------OOO------O-O--------- X;,1,50,3,11,-8,0,34,-64,0,2.875,1.125,3.375,6.0,8.875
--------------------OX----XOO----OOOO-----OOOO--------O--------- X;,1,50,2,12,-10,0,34,-64,0,5.749999999999999,1.25,1.75,5.0,9.75
----------------OOX--X---OXXX-----OOOO-----O-------O------------ X;,1,50,5,9,-4,0,6,-64,0,2.25,0.25,0.75,10.0,7.75
-----------------OX--X---OXXX----OOOOO-----O-------O------------ X;,1,50,5,9,-4,0,12,-64,0,2.75,0.25,0.75,10.0,8.25
-----------------OX-OX---XXXO-----XOOO-----O-------O------------ X;,1,50,6,8,-2,1,14,-64,0,2.25,1.75,1.75,7.0,8.75
-----------------OOO-X---XXOO-----XOOO-----O-------O------------ X;,1,50,4,10,-6,0,14,-64,0,4.25,1.75,1.75,6.0,8.75
---------O-------OO--X---XXOX-----XOOO-----O-------O------------ X;,1,50,5,9,-4,0,24,-64,0,1.375,1.125,2.875,8.0,7.875
----------OX------XXX------XOOO----OO-----O-O----O-------------- X;,1,50,5,9,-4,0,26,-64,0,1.375,1.125,2.875,8.0,7.875
-------------O----XXOX---XXOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,6,-64,0,5.25,0.75,1.75,5.0,8.75
------------O-----XXOX---XXOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,6,-64,0,5.25,1.25,2.25,4.0,9.25
-----------O------XOXX---XXOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,8,-64,0,5.25,1.25,0.25,7.0,9.25
----------O-------XOXX---XXOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,12,-64,0,5.25,0.75,0.75,7.0,8.75
-----------------OXXXX---XOOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,14,-64,0,5.25,1.75,0.75,5.0,8.75
------------------XXXX--OOOOO------OOO-----O-------O------------ X;,1,50,4,10,-6,0,16,-64,0,5.749999999999999,1.25,0.25,5.0,8.75
--------------O---XXXO---XXOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,26,-64,0,4.375,0.625,1.875,7.0,8.875
---------O--------OXXX---XXOO------OOO-----O-------O------------ X;,1,50,5,9,-4,0,28,-64,0,4.375,0.625,1.875,7.0,8.875
-----------------OXXXX---XOXO------OOO-----O-------O------------ X;,1,50,6,8,-2,0,14,-64,0,2.25,1.75,1.75,7.0,8.75
--------------O---X-OO---XXXOX-----OOO-----O-------O------------ X;,1,50,5,9,-4,0,14,-64,0,1.375,1.625,2.875,7.0,8.875
--------------O--OX--O---XOXXX-----OOO-----O-------O------------ X;,1,50,5,9,-4,0,26,-64,0,0.875,0.625,2.375,8.0,7.875
--------------O---XO-O---XXOOX-----OOO-----O-------O------------ X;,1,50,4,10,-6,0,26,-64,0,4.375,1.625,1.875,6.0,8.875
--------------O---X--OO--XXXXO-----OOO-----O-------O------------ X;,1,50,5,9,-4,0,30,-64,0,0.875,0.625,2.375,10.0,7.875
---------O----O---O--O---XXOXX-----OOO-----O-------O------------ X;,1,50,4,10,-6,0,32,-64,0,2.9999999999999996,1.0,1.5,8.0,8.5
---------O--------O--X---XOOX-----OOOO----XO-------O------------ X;,1,50,4,10,-6,0,18,-64,0,3.5,1.0,4.0,5.0,9.0
---O-----O-O------OO-X-----OXOO----XO-----X-O------------------- X;,1,50,4,10,-6,0,20,-64,0,2.25,0.25,6.75,3.0,8.25
---------O-X------OX-X-----OXOO----OO-----XOO------------------- X;,1,50,5,9,-4,0,20,-64,0,2.0000000000000004,0.5,4.5,7.0,9.0
---------O--------O--X---XXOX----O-XOO----OO-------O------------ X;,1,50,5,9,-4,0,22,-64,0,0.7499999999999999,0.25,5.75,7.0,8.75
---------O-X------OX-X----OOXOO----OO-----X-O------------------- X;,1,50,5,9,-4,0,22,-64,0,2.0000000000000004,1.0,4.0,7.0,9.0
---------O-X------OX-X-----OXOO---OOO-----X-O------------------- X;,1,50,5,9,-4,0,26,-64,0,2.0000000000000004,1.0,4.5,6.0,9.0
----O----O-O------OX-X-----OXOO----XO-----X-O------------------- X;,1,50,5,9,-4,0,28,-64,0,1.2500000000000002,0.25,6.75,5.0,8.25
---------O--------O--X---XXOX------XOO---OOO-------O------------ X;,1,50,5,9,-4,0,28,-64,0,0.7499999999999999,0.75,5.25,7.0,8.25
----------O---O---O-XO----OXX-----XOX------OO------O------------ X;,1,50,5,9,-4,0,26,-64,0,2.625,0.375,2.625,8.0,8.625
---------O---O----OX-O-----XXOO----XXO------O-------O----------- X;,1,50,5,9,-4,0,28,-64,0,6.374999999999999,0.625,0.375,6.0,7.875
-----------------OOOX------OXOO---XXO-----O--O---O-------------- X;,1,50,4,10,-6,0,32,-64,0,2.75,0.25,5.25,5.0,8.75
---------O---O----OX-O-----OXO-----XOO------OO------O----------- X;,1,50,3,11,-8,0,32,-64,0,3.2499999999999996,0.75,4.75,5.0,8.75
-----------------OOOX------OXOO---XOO-----OO-----O-------------- X;,1,50,3,11,-8,0,32,-64,0,2.625,0.375,1.625,9.0,8.625
------------O-------O------XOX-----XOO----OOOO---O---O---------- X;,1,50,3,11,-8,0,32,-64,0,2.625,1.375,0.625,8.0,8.625
---------OOX------OOOX-----XOO-----XO-------O-------O----------- X;,1,50,4,10,-6,0,26,-64,0,2.3749999999999996,0.625,1.375,9.0,7.875
---------O--------O------XXXX-----OOOOO--OOO-------------------- X;,1,50,4,10,-6,0,28,-64,0,1.875,0.125,0.875,11.0,7.875
---------O--------O------XXXX-----OOOOO---OO------O------------- X;,1,50,4,10,-6,0,28,-64,0,1.875,0.125,0.875,11.0,7.875
------------X-O---XOXO----OOOO-----OO------O-------O------------ X;,1,50,3,11,-8,0,30,-64,0,5.375,0.125,1.375,7.0,8.875
----O----O-O------OXOX-----XOO-----XO-------O-------O----------- X;,1,50,4,10,-6,0,30,-64,0,1.375,0.625,2.375,9.0,7.875
---------O-X------OXOX-----XOO-----OO-----O-O-------O----------- X;,1,50,4,10,-6,0,32,-64,0,2.0000000000000004,0.0,2.0,10.0,9.0
------------X-O---XOXO----OOO------OOO-----O-------O------------ X;,1,50,3,11,-8,0,34,-64,0,5.375,0.125,2.375,6.0,8.875
--O------O-O------OXOX-----XOO-----XO-------O-------O----------- X;,1,50,4,10,-6,0,34,-64,0,1.375,0.625,2.375,9.0,7.875
---------O--------O------XXXX-----OOOOO---OO-----O-------------- X;,1,50,4,10,-6,0,38,-64,0,2.5000000000000004,0.0,0.5,11.0,8.5
-----------X------XX------OOOOO---OOO-----O-O----O-------------- X;,1,50,3,11,-8,0,28,-64,0,5.375,1.625,1.875,5.0,8.875
--------------O--OX-XO---XOXX------OOO-----O-------O------------ X;,1,50,5,9,-4,0,32,-64,0,0.875,1.125,2.375,9.0,7.875
-----------X------XX-------XOOO--OOOO-----O-O----O-------------- X;,1,50,4,10,-6,0,32,-64,0,1.875,1.625,3.875,6.0,8.375
---------O----O---O-XO---XXOX------OOO-----O-------O------------ X;,1,50,4,10,-6,0,34,-64,0,2.9999999999999996,0.5,1.5,9.0,8.5
---------O--O----XXO-X----OOOO-----OO-------O-------O----------- X;,1,50,3,11,-8,0,34,-64,0,7.875,0.625,0.875,4.0,7.875
---------O---O---XXX-O----OOOO-----OO-------O-------O----------- X;,1,50,3,11,-8,0,36,-64,0,4.875000000000001,1.125,1.875,6.0,7.875
---------O-O-----XXO-X----OOOO-----OO-------O-------O----------- X;,1,50,3,11,-8,0,36,-64,0,7.875,0.625,1.375,3.0,7.875
---------OO------XOO-X----OOOO-----OO-------O-------O----------- X;,1,50,2,12,-10,0,38,-64,0,6.374999999999999,0.625,1.875,4.0,7.875
---------O-------OXX-X---OOOOO-----OO-------O-------O----------- X;,1,50,3,11,-8,0,40,-64,0,6.374999999999999,0.625,0.875,6.0,7.875
---------O----O--XXX-O----OOOO-----OO-------O-------O----------- X;,1,50,3,11,-8,0,44,-64,0,5.749999999999999,0.75,1.25,6.0,8.25
--------OO-------OXX-X----OOOO-----OO-------O-------O----------- X;,1,50,3,11,-8,0,44,-64,0,6.125,0.875,0.625,6.0,7.625
------------------XO--X---OOOXO----OO-----XXOO------------------ X;,1,50,5,9,-4,0,4,-64,0,4.625,0.375,3.625,5.0,9.625
------------------O-XX-----XX----OXOOO---X--OOO----------------- X;,1,50,6,8,-2,0,6,-64,0,0.37499999999999994,0.125,4.875,8.0,8.875
------------------O-XX-----XX----OXOOO---X--OO-------O---------- X;,1,50,6,8,-2,0,6,-64,0,0.37499999999999994,0.625,4.875,8.0,8.875
------------------XO--X---OOOXO----OX-----XO-O-----O------------ X;,1,50,5,9,-4,0,6,-64,0,2.3749999999999996,0.625,2.375,8.0,8.875
------------------O-XX-----XX----OXOOO---X--OO--------O--------- X;,1,50,6,8,-2,0,18,-64,0,0.7499999999999999,0.25,4.75,8.0,8.75
----------XO-------X-O-----OX-----OOOX----XO-O--------O--------- X;,1,50,5,9,-4,0,20,-64,0,1.7500000000000002,0.25,3.75,8.0,8.75
------------------XX-O-----XX-----OOOXO---XO--O-------O--------- X;,1,50,6,8,-2,0,22,-64,0,0.7499999999999999,0.25,2.75,10.0,8.75
------------------X-OX----XXOX----XOOO-----O-O-----O------------ X;,1,50,6,8,-2,0,6,-64,0,1.375,2.125,1.375,7.0,10.875
------------------XO-X----XOOX----XOOO-----O-O-----O------------ X;,1,50,5,9,-4,0,6,-64,0,4.375,2.125,0.875,6.0,10.875
------------------X--X---OXXXX----OOOO-----O-O-----O------------ X;,1,50,6,8,-2,0,8,-64,0,0.875,0.125,0.375,12.0,9.875
------------------X--X----XXXX---OOOOO-----O-O-----O------------ X;,1,50,6,8,-2,0,8,-64,0,0.875,0.125,0.875,12.0,9.875
-----------------OX--X----OXXX----XOOO-----O-O-----O------------ X;,1,50,6,8,-2,0,8,-64,0,0.6250000000000001,0.375,1.625,8.0,9.625
------------------X--XO---XXXO----XOOO-----O-O-----O------------ X;,1,50,6,8,-2,0,8,-64,0,0.6250000000000001,0.375,0.625,12.0,9.625
-------------O----X--O----XXXO----XOOO-----O-O-----O------------ X;,1,50,5,9,-4,0,8,-64,0,0.6250000000000001,0.375,0.625,12.0,9.625
--------------O---X--O----XXOX----XOOO-----O-O-----O------------ X;,1,50,5,9,-4,0,20,-64,0,1.7500000000000002,1.25,1.75,8.0,9.75
---------O--------O--X----XOXX----XOOO-----O-O-----O------------ X;,1,50,5,9,-4,0,24,-64,0,1.7500000000000002,1.25,3.75,6.0,9.75
------------------O-XX----OXX----OOOX-----X-OOO----------------- X;,1,50,6,8,-2,0,6,-64,0,1.7500000000000002,0.75,5.75,5.0,10.25
------------------O-XX-----XX----OOOOO----X-OOO----------------- X;,1,50,5,9,-4,0,6,-64,0,0.7499999999999999,0.75,4.75,7.0,10.25
------------------XX-O-----XX------XXOO--OOO-O------O----------- X;,1,50,6,8,-2,0,8,-64,0,5.749999999999999,0.25,1.75,5.0,9.75
------------------XX-O-----XX------XXOO--OOO-O-------O---------- X;,1,50,6,8,-2,1,10,-64,0,5.749999999999999,0.25,1.25,5.0,9.75
-----------------OOO-X-----XXOO----XO-----XO-O----O------------- X;,1,50,5,9,-4,0,12,-64,0,2.75,0.25,5.25,5.0,9.75
------------O-----O-OX-----XX----OOOOO----X--O-------O---------- X;,1,50,4,10,-6,0,18,-64,0,1.7500000000000002,0.25,4.75,7.0,9.75
-------------O---OX--O---XXXXO-----OO-----O-O-------O----------- X;,1,50,5,9,-4,0,12,-64,0,0.875,0.625,2.375,8.0,8.375
-----------------OOO-X---XXOXO-----OO-----O-O-------O----------- X;,1,50,4,10,-6,0,12,-64,0,1.875,1.125,1.375,7.0,8.875
-----------------OX--X---OXXXO---O-OO-----O-O-------O----------- X;,1,50,5,9,-4,0,12,-64,0,1.6249999999999998,0.375,0.625,10.0,8.625
-----------------OX-OX---XXXOO-----OO-----O-O-------O----------- X;,1,50,5,9,-4,0,14,-64,0,1.875,1.125,1.875,8.0,8.875
------------------X--XO---OOOOOO---OO------O-O-----O------------ X;,1,50,2,12,-10,0,18,-64,0,6.125,0.375,1.125,6.0,8.125
----------OX------XX-O-----XO------OOOO---OO-----O-------------- X;,1,50,4,10,-6,0,30,-64,0,1.7500000000000002,0.75,3.75,6.0,8.25
---------O-------OO--X---XXOXO-----OO-----O-O-------O----------- X;,1,50,4,10,-6,0,32,-64,0,1.7500000000000002,0.75,1.75,8.0,8.25
------------------XX-X---OOXOO----OOO-----O-O-------O----------- X;,1,50,4,10,-6,0,12,-64,0,2.875,1.125,1.875,8.0,9.875
-----------O------OX-X---OOXOO-----XO-----O-O-------O----------- X;,1,50,4,10,-6,0,12,-64,0,1.875,0.625,1.375,10.0,9.375
-----------O------XO-O----XXX------OOOO--OOO-------------------- X;,1,50,4,10,-6,0,18,-64,0,1.375,0.625,2.875,9.0,8.875
----------O-------OO-X---OOXOO-----XO-----O-O-------O----------- X;,1,50,3,11,-8,0,20,-64,0,2.875,0.125,1.375,9.0,8.875
------------O-----XO-X---OOXOO-----XO-----O-O-------O----------- X;,1,50,4,10,-6,0,22,-64,0,3.375,0.125,0.875,9.0,9.375
-----------O------XO-O----XXX------OOOO---OO-----O-------------- X;,1,50,4,10,-6,0,32,-64,0,1.4999999999999998,0.5,3.0,9.0,9.0
