game,t,delta,late_t,early__sheaf_black_lambda2,early__sheaf_white_lambda2,early__sheaf_black_entropy,early__sheaf_white_entropy,early__sheaf_black_kerdim,early__sheaf_white_kerdim,early__sheaf_black_lambdamax,early__sheaf_white_lambdamax,early__n_legal_moves,early__rho,early__empty_count,late__sheaf_black_lambda2,late__sheaf_white_lambda2,late__sheaf_black_entropy,late__sheaf_white_entropy,late__sheaf_black_kerdim,late__sheaf_white_kerdim,late__sheaf_black_lambdamax,late__sheaf_white_lambdamax,late__n_legal_moves,late__rho,late__empty_count
0,11,1,12,0.5785336755917762,0.5785336755917849,4.031175693390822,3.9915187886731527,128,128,10.487546198605932,10.487546198605935,7,0.234375,49,0.5785615062604201,0.5785615062604275,4.01889508879117,4.005973675062258,128,128,10.48743022599269,10.487430225992702,9,0.25,48
0,12,1,13,0.5785615062604201,0.5785615062604275,4.01889508879117,4.005973675062258,128,128,10.48743022599269,10.487430225992702,9,0.25,48,0.5798147328223958,0.5798147328223908,4.024437594399561,3.99656558378846,128,128,10.474218269151534,10.474218269151534,9,0.265625,47
0,13,1,14,0.5798147328223958,0.5798147328223908,4.024437594399561,3.99656558378846,128,128,10.474218269151534,10.474218269151534,9,0.265625,47,0.579814748263499,0.5798147482634993,4.005584906324003,4.012691804724414,128,128,10.474218268497317,10.474218268497319,12,0.28125,46
0,14,1,15,0.579814748263499,0.5798147482634993,4.005584906324003,4.012691804724414,128,128,10.474218268497317,10.474218268497319,12,0.28125,46,0.598683607948611,0.5986836079486139,4.014957500734208,4.005717110456343,128,128,10.45054852607231,10.450548526072307,13,0.296875,45
0,15,1,16,0.598683607948611,0.5986836079486139,4.014957500734208,4.005717110456343,128,128,10.45054852607231,10.450548526072307,13,0.296875,45,0.5988107006260076,0.5988107006260104,4.002549034831203,4.011602580410697,128,128,10.447934720223358,10.447934720223365,11,0.3125,44
0,16,1,17,0.5988107006260076,0.5988107006260104,4.002549034831203,4.011602580410697,128,128,10.447934720223358,10.447934720223365,11,0.3125,44,0.6001451817990087,0.6001451817990249,4.015058479616162,3.9955093270530404,128,128,10.447903602447129,10.447903602447136,15,0.328125,43
0,17,1,18,0.6001451817990087,0.6001451817990249,4.015058479616162,3.9955093270530404,128,128,10.447903602447129,10.447903602447136,15,0.328125,43,0.6348908361974503,0.634890836197439,4.002715300747017,4.008744197176548,128,128,10.386775118412041,10.386775118412059,10,0.34375,42
0,18,1,19,0.6348908361974503,0.634890836197439,4.002715300747017,4.008744197176548,128,128,10.386775118412041,10.386775118412059,10,0.34375,42,0.634890841112911,0.6348908411129165,4.016967983168607,3.9909246831861607,128,128,10.450471192347827,10.386775109272365,12,0.359375,41
0,19,1,20,0.634890841112911,0.6348908411129165,4.016967983168607,3.9909246831861607,128,128,10.450471192347827,10.386775109272365,12,0.359375,41,0.6349234552446175,0.634923455244605,3.997935052510666,4.013382079239856,128,128,10.38665128176677,10.386651281766762,15,0.375,40
0,20,1,21,0.6349234552446175,0.634923455244605,3.997935052510666,4.013382079239856,128,128,10.38665128176677,10.386651281766762,15,0.375,40,0.7185871002150642,0.7185871002150754,4.00532185254459,4.0058641174187155,128,128,10.166254604382662,10.166254604382663,15,0.390625,39
0,21,1,22,0.7185871002150642,0.7185871002150754,4.00532185254459,4.0058641174187155,128,128,10.166254604382662,10.166254604382663,15,0.390625,39,0.6938741752307417,0.7186014317602527,3.9932733486965675,4.011659153571919,128,128,10.166254494904818,10.166254494904809,14,0.40625,38
0,22,1,23,0.6938741752307417,0.7186014317602527,3.9932733486965675,4.011659153571919,128,128,10.166254494904818,10.166254494904809,14,0.40625,38,0.6940063754805705,0.7188718560004324,3.999127410961689,3.999729149303348,128,128,10.166253670058435,10.166253670058445,12,0.421875,37
