Parsing SERVER log...
  Found 3067 SERVER activations
Parsing CLIENT log...
  Found 3069 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
530.19       2000         -1705        1000         -2705        OVERLAP
530.19       2000         295          1000         -705         OVERLAP
532.20       2000         -1715        1000         -2715        OVERLAP
532.20       2000         285          1000         -715         OVERLAP
534.16       2000         -1675        1000         -2675        OVERLAP
534.16       2000         325          1000         -675         OVERLAP
536.17       2000         -1685        1000         -2685        OVERLAP
536.17       2000         315          1000         -685         OVERLAP
538.18       2000         -1695        1000         -2695        OVERLAP
538.18       2000         305          1000         -695         OVERLAP
540.18       2000         -1695        1000         -2695        OVERLAP
540.18       2000         305          1000         -695         OVERLAP
542.19       2000         -1705        1000         -2705        OVERLAP
542.19       2000         305          1000         -695         OVERLAP
544.17       2000         -1675        1000         -2675        OVERLAP
544.17       2000         325          1000         -675         OVERLAP
546.18       2000         -1685        1000         -2685        OVERLAP
546.18       2000         315          1000         -685         OVERLAP
548.19       2000         -1695        1000         -2695        OVERLAP
548.19       2000         305          1000         -695         OVERLAP
550.19       2000         -1695        1000         -2695        OVERLAP
550.19       2000         305          1000         -695         OVERLAP
552.20       2000         -1705        1000         -2705        OVERLAP
552.20       2000         295          1000         -705         OVERLAP
554.16       2000         -1665        1000         -2665        OVERLAP
554.16       2000         335          1000         -665         OVERLAP
556.17       2000         -1675        1000         -2675        OVERLAP
556.17       2000         325          1000         -675         OVERLAP
558.18       2000         -1685        1000         -2685        OVERLAP
558.18       2000         315          1000         -685         OVERLAP
560.18       2000         -1685        1000         -2685        OVERLAP
560.18       2000         315          1000         -685         OVERLAP
562.19       2000         -1695        1000         -2695        OVERLAP
562.19       2000         305          1000         -695         OVERLAP
564.20       2000         -1705        1000         -2705        OVERLAP
564.20       2000         295          1000         -705         OVERLAP
566.16       2000         -1665        1000         -2665        OVERLAP
566.16       2000         335          1000         -665         OVERLAP
568.17       2000         -1675        1000         -2675        OVERLAP
568.17       2000         325          1000         -675         OVERLAP
570.17       2000         -1675        1000         -2675        OVERLAP
570.17       2000         325          1000         -675         OVERLAP
572.18       2000         -1685        1000         -2685        OVERLAP
