Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
1158.69      2000         +1635        1000         +635         DRIFT
1160.69      2000         +1645        1000         +645         DRIFT
1162.69      2000         +1655        1000         +655         DRIFT
1164.69      2000         +1665        1000         +665         DRIFT
1166.69      2000         +1665        1000         +665         DRIFT
1168.69      2000         +1675        1000         +675         DRIFT
1170.69      2000         +1635        1000         +635         DRIFT
1172.69      2000         +1645        1000         +645         DRIFT
1174.69      2000         +1655        1000         +655         DRIFT
1176.69      2000         +1655        1000         +655         DRIFT
1178.69      2000         +1665        1000         +665         DRIFT
1180.69      2000         +1675        1000         +675         DRIFT
1182.69      2000         +1685        1000         +685         DRIFT
1184.69      2000         +1645        1000         +645         DRIFT
1186.69      2000         +1645        1000         +645         DRIFT
1188.69      2000         +1655        1000         +655         DRIFT
1190.69      2000         +1665        1000         +665         DRIFT
1192.69      2000         +1675        1000         +675         DRIFT
1194.69      2000         +1685        1000         +685         DRIFT
1196.69      2000         +1635        1000         +635         DRIFT
1198.69      2000         +1645        1000         +645         DRIFT
1200.69      2000         +1655        1000         +655         DRIFT
1202.70      2000         +1665        1000         +665         DRIFT
1204.70      2000         +1635        1000         +635         DRIFT
1206.70      2000         +1635        1000         +635         DRIFT
1208.70      2000         +1645        1000         +645         DRIFT
1210.70      2000         +1655        1000         +655         DRIFT
1212.70      2000         +1665        1000         +665         DRIFT
1214.70      2000         +1675        1000         +675         DRIFT
1216.70      2000         +1675        1000         +675         DRIFT
1218.70      2000         +1685        1000         +685         DRIFT
1220.70      2000         +1695        1000         +695         DRIFT
1222.70      2000         +1705        1000         +705         DRIFT
1224.71      2000         +1705        1000         +705         DRIFT
1226.71      2000         +1715        1000         +715         DRIFT
1228.71      2000         +1725        1000         +725         DRIFT
1230.71      2000         +1735        1000         +735         DRIFT
1232.71      2000         +1745        1000         +745         DRIFT
1234.71      2000         +1745        1000         +745         DRIFT
1236.71      2000         +1755        1000         +755         DRIFT
1238.71      2000         +1765        1000         +765         DRIFT
1240.71      2000         +1725        1000         +725         DRIFT
1242.71      2000         +1735        1000         +735         DRIFT
1244.71      2000         +1735        1000         +735         DRIFT
1246.71      2000         +1745        1000         +745         DRIFT
1248.71      2000         +1755        1000         +755         DRIFT
1250.71      2000         +1765        1000         +765         DRIFT
1252.71      2000         +1725        1000         +725         DRIFT
1254.71      2000         +1725        1000         +725         DRIFT
1256.71      2000         +1735        1000         +735         DRIFT
1258.71      2000         +1745        1000         +745         DRIFT
1260.71      2000         +1755        1000         +755         DRIFT
1262.72      2000         +1765        1000         +765         DRIFT
1264.72      2000         +1735        1000         +735         DRIFT
1266.72      2000         +1735        1000         +735         DRIFT
1268.72      2000         +1745        1000         +745         DRIFT
