Parsing SERVER log...
  Found 3350 SERVER activations
Parsing CLIENT log...
  Found 3340 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
533.27       2000         -965         1000         -1965        OVERLAP
533.27       2000         1045         1000         +45          WARNING
535.27       2000         -955         1000         -1955        OVERLAP
535.27       2000         1045         1000         +45          WARNING
537.27       2000         -955         1000         -1955        OVERLAP
537.27       2000         1055         1000         +55          DRIFT
539.27       2000         -945         1000         -1945        OVERLAP
539.27       2000         1015         1000         +15          WARNING
541.27       2000         -985         1000         -1985        OVERLAP
541.27       2000         1025         1000         +25          WARNING
543.28       2000         -985         1000         -1985        OVERLAP
543.28       2000         1035         1000         +35          WARNING
545.28       2000         -965         1000         -1965        OVERLAP
545.28       2000         1045         1000         +45          WARNING
547.28       2000         -955         1000         -1955        OVERLAP
547.28       2000         1005         1000         +5           GOOD
549.28       2000         -995         1000         -1995        OVERLAP
549.28       2000         1005         1000         +5           GOOD
551.28       2000         -995         1000         -1995        OVERLAP
551.28       2000         1015         1000         +15          WARNING
553.28       2000         -985         1000         -1985        OVERLAP
553.28       2000         1025         1000         +25          WARNING
555.28       2000         -975         1000         -1975        OVERLAP
555.28       2000         1035         1000         +35          WARNING
557.28       2000         -965         1000         -1965        OVERLAP
557.28       2000         1045         1000         +45          WARNING
559.28       2000         -955         1000         -1955        OVERLAP
